,sugar index,bake temp,chill time,calories,grams baking soda,bake time,quality,weight,cubed,melted
2510,1.4,370,32.0,123.0,0.45,12.0,8,12.2,0,1
2511,4.7,350,36.0,116.0,0.62,12.6,8,12.2,0,1
2512,8.9,550,52.0,164.0,0.48,9.6,7,12.8,0,1
2513,1.9,760,11.0,34.0,0.56,9.4,5,14.8,1,0
2514,5.6,1240,21.0,58.0,0.72,10.2,5,13.6,1,0
2516,10.1,530,29.0,146.0,0.46,9.5,8,16.0,0,1
2518,7.9,860,30.0,109.0,0.57,9.3,5,17.8,1,0
2519,5.0,320,36.0,93.0,0.36,13.5,9,12.6,0,1
2520,1.5,470,17.0,129.0,0.54,10.0,8,16.0,0,1
2521,1.2,600,9.0,108.0,0.35,8.7,6,12.0,0,1
2522,2.6,510,26.0,126.0,0.53,12.7,8,15.0,0,1
2523,1.1,1330,52.0,136.0,0.3,9.1,7,13.2,0,1
2524,1.5,540,24.0,105.0,0.48,11.1,8,14.4,0,1
2525,0.9,410,25.0,79.0,0.54,10.2,9,13.2,0,1
2526,11.2,430,40.0,142.0,0.46,8.7,7,13.8,0,1
2527,3.7,300,54.0,173.0,0.3,13.0,9,10.0,0,1
2528,12.0,490,63.0,170.0,0.55,9.9,8,12.6,0,1
2529,2.4,420,25.0,122.0,0.61,10.5,8,14.2,0,1
2530,1.1,460,34.0,84.0,0.39,11.45,8,15.0,0,1
2531,2.1,340,30.0,177.0,0.4,11.9,10,14.6,0,1
2532,12.3,460,31.0,145.0,0.4,9.5,7,13.4,0,1
2533,10.0,360,45.0,182.0,0.58,9.6,8,15.2,0,1
2534,2.5,800,24.0,71.0,0.85,11.0,6,16.4,1,0
2535,5.8,400,24.0,144.0,0.63,9.9,7,12.6,0,1
2537,1.6,380,21.0,42.0,0.81,10.8,7,18.6,1,0
2538,4.5,240,28.0,94.0,0.52,13.7,9,11.6,0,1
2539,4.5,310,10.0,73.0,0.52,12.2,9,14.4,0,1
2540,1.8,830,33.0,75.0,0.58,9.5,6,14.4,1,0
2541,14.8,530,44.0,95.0,0.35,9.8,8,13.4,0,1
2542,11.8,410,66.0,188.0,0.54,9.3,7,15.4,0,1
2544,1.8,340,36.0,95.0,0.59,12.0,8,13.8,0,1
2545,7.7,430,57.0,176.0,0.55,10.0,7,16.2,0,1
2546,1.2,360,23.0,99.0,0.6,10.5,8,11.6,0,1
2547,11.5,400,58.0,223.0,0.56,9.5,7,13.6,0,1
2548,7.5,480,29.0,152.0,0.54,9.0,7,14.6,0,1
2549,14.9,530,55.0,136.0,0.52,9.0,7,13.4,0,1
2550,3.6,380,9.0,76.0,0.31,11.7,6,15.8,0,1
2551,16.7,390,49.0,172.0,0.45,9.4,7,12.2,0,1
2552,12.9,560,58.0,252.0,0.49,8.7,7,12.6,0,1
2554,1.7,310,31.0,114.0,0.35,12.5,8,13.4,0,1
2555,1.7,800,21.0,123.0,0.42,12.8,7,14.6,0,1
2556,6.3,350,33.0,170.0,0.66,12.6,8,13.6,0,1
2557,3.3,290,15.0,80.0,0.63,12.6,9,13.6,0,1
2558,11.8,530,55.0,173.0,0.6,9.8,7,14.8,0,1
2559,5.6,320,23.0,120.0,0.66,10.3,9,14.4,0,1
2560,9.7,400,29.0,124.0,0.48,11.0,8,12.0,0,1
2561,14.6,530,34.0,159.0,0.44,9.2,7,13.6,0,1
2562,1.6,630,13.0,119.0,0.5,10.7,7,14.0,0,1
2563,1.3,360,11.0,74.0,0.54,11.2,6,10.6,0,1
2564,2.25,780,32.0,58.0,0.54,9.8,5,17.0,1,0
2565,3.3,400,10.0,69.0,0.59,10.1,8,12.2,0,1
2566,12.9,330,59.0,186.0,0.49,9.4,7,13.8,0,1
2567,1.3,340,32.0,98.0,0.58,11.3,8,13.6,0,1
2568,1.2,280,13.0,81.0,0.38,11.7,8,10.4,0,1
2569,1.5,440,19.0,135.0,0.49,10.9,7,19.2,0,1
2570,9.2,420,41.0,162.0,0.38,12.0,9,16.6,0,1
2571,2.0,990,14.0,81.0,0.7,9.4,5,16.4,1,0
2572,1.2,340,15.0,80.0,0.36,11.4,9,17.2,0,1
2573,3.0,520,47.0,145.0,0.75,10.0,8,10.8,0,1
2574,14.1,330,45.0,166.0,0.43,9.7,8,20.0,0,1
2575,4.3,930,51.0,77.5,0.45,9.5,5,13.2,1,0
2576,2.0,880,12.0,51.0,0.58,11.1,6,19.0,1,0
2577,6.0,290,31.0,128.0,0.36,11.3,10,12.4,0,1
2578,2.9,990,21.0,119.0,0.52,9.3,5,17.2,1,0
2579,1.4,470,5.0,26.0,0.32,10.0,6,13.0,0,1
2580,2.6,500,24.0,132.0,0.53,11.2,8,14.8,0,1
2581,17.3,470,37.0,118.0,0.46,8.8,8,13.2,0,1
2583,7.2,420,36.0,167.0,0.56,9.8,8,14.0,0,1
2584,1.8,840,4.0,28.0,0.44,10.1,5,12.2,1,0
2585,1.2,160,39.0,150.0,0.59,14.0,10,9.8,0,1
2586,12.0,560,23.0,174.0,0.55,9.3,7,13.0,0,1
2587,9.7,350,26.0,143.0,0.49,9.8,8,15.2,0,1
2588,13.1,500,26.0,180.0,0.53,9.1,8,15.0,0,1
2589,1.6,480,46.0,129.0,0.43,11.4,8,12.2,0,1
2590,5.0,820,9.0,17.0,0.52,12.5,7,19.8,1,0
2592,4.0,300,29.0,79.0,0.46,12.4,9,13.6,0,1
2593,2.2,1150,10.0,42.0,0.62,9.5,5,15.6,1,0
2594,14.2,560,53.0,212.5,0.46,8.9,10,15.2,0,1
2595,3.9,260,36.0,105.0,0.58,12.75,8,11.6,0,1
2596,15.4,730,56.0,173.0,0.41,8.7,8,13.6,0,1
2597,3.2,270,20.0,125.0,0.39,11.3,9,12.0,0,1
2598,1.8,430,21.0,159.0,0.47,10.0,7,14.4,0,1
2599,7.8,590,32.0,139.0,0.77,11.2,8,16.6,0,1
2600,4.5,860,37.0,133.0,0.42,9.2,7,15.2,0,1
2601,4.75,340,29.0,134.0,0.46,13.0,9,13.4,0,1
2603,14.35,440,27.0,191.0,0.88,8.7,7,17.4,0,1
2604,2.6,360,37.0,92.0,0.53,12.8,9,12.4,0,1
2605,7.8,460,35.0,192.0,0.37,9.0,7,12.8,0,1
2606,6.2,250,29.0,95.0,0.32,12.9,9,13.6,0,1
2607,1.7,360,33.0,101.0,0.54,10.8,9,13.8,0,1
2608,4.6,280,17.0,114.0,0.43,13.2,8,14.6,0,1
2609,2.1,700,12.0,28.0,0.73,9.5,6,14.6,1,0
2610,2.1,740,24.0,44.0,0.85,11.0,7,14.4,1,0
2612,1.9,480,30.0,112.0,0.55,11.2,8,11.4,0,1
2613,2.2,800,36.0,111.0,0.53,9.7,5,13.4,1,0
2614,2.9,300,16.0,94.0,0.49,12.1,9,13.0,0,1
2615,12.2,480,36.0,125.0,0.54,9.4,8,14.2,0,1
2616,7.3,400,42.0,145.0,0.48,9.8,7,11.6,0,1
2617,7.8,600,34.0,162.0,0.58,11.3,8,15.6,0,1
2618,1.9,810,6.0,9.0,0.48,10.4,6,20.4,1,0
2619,1.8,500,11.0,76.0,0.48,10.4,6,12.2,0,1
2620,10.4,450,44.0,174.0,0.57,9.7,8,14.8,0,1
2621,2.2,370,28.0,141.0,0.57,10.0,9,14.2,0,1
2622,1.7,490,5.0,13.0,0.58,11.4,5,11.2,1,0
2624,8.3,370,49.0,173.0,0.47,9.3,7,13.6,0,1
2625,7.4,320,53.0,172.0,0.58,11.0,8,12.8,0,1
2626,2.3,710,13.0,24.0,0.83,11.3,6,13.6,1,0
2628,2.5,910,15.0,21.0,0.6,11.3,6,14.0,1,0
2629,2.1,330,32.0,95.0,0.61,12.0,8,13.0,0,1
2630,12.2,350,38.0,236.0,0.52,9.8,8,13.6,0,1
2631,5.2,370,29.0,131.0,0.44,11.0,8,15.4,0,1
2632,7.1,450,41.0,169.0,0.43,10.6,7,16.0,0,1
2633,1.2,440,12.0,143.0,0.48,11.3,9,14.6,0,1
2634,10.7,420,26.0,81.0,0.36,9.7,8,14.8,0,1
2635,1.6,540,31.0,148.0,0.47,10.7,7,14.6,0,1
2636,5.7,150,14.0,73.0,0.59,13.2,8,14.0,0,1
2637,1.6,560,13.0,176.0,0.47,9.7,7,17.8,0,1
2638,1.2,360,32.0,85.0,0.5,10.5,7,14.4,0,1
2639,1.2,380,34.0,128.0,0.44,10.1,7,12.2,0,1
2640,2.1,790,16.0,74.0,0.5,9.8,6,16.0,1,0
2641,10.5,430,30.0,165.0,0.55,10.55,8,13.6,0,1
2642,5.0,550,28.0,138.0,0.5,12.4,10,12.8,0,1
2643,1.7,590,20.0,38.0,0.47,10.8,6,15.4,1,0
2644,1.5,530,20.0,98.0,0.5,11.4,7,14.2,0,1
2645,5.1,340,71.0,204.0,0.69,10.1,7,13.6,0,1
2646,8.8,470,65.0,224.0,0.47,8.9,7,12.4,0,1
2647,4.2,440,52.0,158.0,0.44,10.7,9,11.6,0,1
2648,3.1,230,19.0,89.0,0.51,11.2,8,11.2,0,1
2649,1.0,400,8.0,84.0,0.43,10.8,7,15.6,0,1
2650,1.3,230,33.0,132.0,0.56,11.7,8,14.2,0,1
2651,10.8,480,55.0,149.0,0.59,10.96666667,9,12.0,0,1
2652,1.8,610,10.0,145.0,0.48,10.0,7,16.0,0,1
2653,2.1,660,13.0,30.0,0.73,9.7,7,16.2,1,0
2654,12.9,400,60.0,221.0,0.66,9.4,7,14.8,0,1
2655,1.7,630,34.0,53.0,0.67,9.7,5,13.6,1,0
2656,5.5,380,15.0,129.0,0.49,9.6,8,12.8,0,1
2657,8.5,580,47.0,186.0,0.4,9.9,8,14.4,0,1
2658,1.8,220,28.0,158.0,0.64,11.4,8,12.6,0,1
2659,1.3,460,7.0,69.0,0.62,10.2,6,16.4,0,1
2660,14.7,450,53.0,125.0,0.69,9.4,8,12.0,0,1
2661,6.0,330,59.0,128.0,0.71,12.1,10,13.2,0,1
2662,3.3,630,10.0,19.0,0.73,12.0,7,17.4,1,0
2665,12.5,460,80.0,225.0,0.41,10.0,8,13.0,0,1
2666,1.5,340,37.0,121.0,0.34,12.1,8,11.6,0,1
2667,18.5,570,65.0,224.0,0.53,9.1,7,13.4,0,1
2668,13.8,310,34.0,137.0,0.37,11.6,8,13.8,0,1
2670,7.3,350,23.0,117.0,0.39,11.94,9,12.6,0,1
2671,14.5,590,6.0,148.0,0.44,9.1,7,14.2,0,1
2672,2.2,400,24.0,125.0,0.48,10.5,8,12.4,0,1
2673,7.2,390,32.0,84.0,0.32,11.5,8,18.0,0,1
2674,2.0,630,29.0,44.0,0.83,10.3,6,13.0,1,0
2675,1.4,500,19.0,152.0,0.42,10.4,8,20.0,0,1
2676,5.4,530,34.0,104.0,0.43,9.4,7,13.6,0,1
2677,16.2,430,14.0,103.0,0.36,9.2,8,14.4,0,1
2678,1.6,260,43.0,147.0,0.54,12.5,8,13.6,0,1
2679,1.5,620,7.0,50.0,0.6,9.3,5,14.0,1,0
2681,9.0,530,32.0,111.0,0.37,10.4,8,11.4,0,1
2682,1.7,350,47.0,136.0,0.4,12.6,9,13.8,0,1
2683,13.7,440,66.0,184.0,0.75,8.9,7,15.6,0,1
2684,10.6,320,56.0,212.0,0.59,9.5,8,13.4,0,1
2686,2.4,300,19.0,135.0,0.78,13.9,9,11.8,0,1
2687,1.9,590,20.0,31.0,0.64,10.2,6,10.8,1,0
2688,2.1,540,24.0,166.0,0.62,10.5,8,14.2,0,1
2689,1.8,280,39.0,132.0,0.46,11.4,7,13.2,0,1
2690,5.7,430,47.0,197.0,0.5,10.1,8,13.0,0,1
2691,1.3,440,25.0,50.0,0.83,10.9,6,18.0,1,0
2692,1.0,440,18.0,132.0,0.55,10.2,7,13.8,0,1
2693,16.4,480,36.0,182.0,0.49,8.8,8,13.0,0,1
2694,11.2,540,56.0,137.0,0.47,10.0,7,15.2,0,1
2695,1.7,410,53.0,161.0,0.45,10.2,8,13.2,0,1
2696,6.1,670,20.0,90.0,0.79,9.7,7,14.4,0,1
2697,1.6,500,4.0,65.0,0.47,10.7,7,13.6,0,1
2698,1.9,610,26.0,42.0,0.82,10.9,6,13.4,1,0
2699,2.2,210,31.0,119.0,0.49,13.0,10,11.0,0,1
2700,3.6,1100,12.0,24.0,0.7,12.0,7,17.8,1,0
2701,1.9,580,18.0,38.0,0.85,11.1,6,17.0,1,0
2702,0.95,410,23.0,131.0,0.35,11.8,7,12.8,0,1
2703,0.8,380,11.0,30.0,0.35,9.2,7,11.6,0,1
2704,11.5,490,44.0,157.0,0.44,9.0,7,14.8,0,1
2705,2.1,770,5.0,11.0,0.53,10.3,6,14.6,1,0
2706,0.9,450,16.0,109.0,0.39,10.1,7,17.2,0,1
2707,7.5,400,57.0,213.0,0.43,10.0,7,12.8,0,1
2708,7.2,480,52.0,207.0,0.37,9.2,7,14.6,0,1
2709,1.85,480,13.0,106.0,0.49,11.85,7,15.8,0,1
2710,8.5,470,54.0,210.0,0.54,8.9,6,13.0,0,1
2711,13.7,560,33.0,168.0,0.44,8.7,9,14.8,0,1
2712,13.6,500,40.0,168.0,0.52,9.6,9,14.0,0,1
2713,6.2,420,15.0,93.0,0.34,10.1,8,18.4,0,1
2714,13.1,560,72.0,163.0,0.35,9.1,8,14.8,0,1
2715,15.0,520,35.0,256.0,0.64,8.6,7,16.6,0,1
2716,2.4,1230,3.0,8.0,0.53,11.9,6,22.6,1,0
2717,4.6,540,22.0,130.0,0.46,12.0,9,13.0,0,1
2718,7.0,500,29.0,155.0,0.42,9.5,7,13.6,0,1
2719,1.7,600,34.0,110.0,0.69,10.5,8,14.6,0,1
2720,2.2,350,10.0,72.0,0.48,12.15,8,12.0,0,1
2721,2.6,820,12.0,46.0,0.62,10.7,6,16.0,1,0
2722,2.0,800,31.0,131.0,0.52,9.9,5,15.6,1,0
2723,4.7,310,31.0,92.0,0.33,12.0,8,17.0,0,1
2724,6.3,940,27.0,166.0,0.49,9.5,7,14.2,0,1
2725,1.4,290,29.0,109.0,0.51,12.8,9,14.4,0,1
2726,1.4,380,31.0,122.0,0.46,10.3,8,14.4,0,1
2727,1.8,400,24.0,187.0,0.55,9.5,8,17.2,0,1
2728,12.0,530,46.0,238.0,0.48,8.6,7,12.2,0,1
2729,2.4,760,10.0,38.0,0.64,9.4,5,16.8,1,0
2730,4.9,420,51.0,180.0,0.75,9.5,8,13.2,0,1
2731,2.3,1200,25.0,36.0,0.71,11.3,7,12.8,1,0
2732,7.9,340,17.0,81.0,0.31,10.0,8,13.4,0,1
2733,2.0,800,7.0,35.0,0.47,9.5,5,14.6,1,0
2734,8.1,460,51.0,180.0,0.45,8.9,7,13.8,0,1
2735,5.4,430,41.0,149.0,0.42,10.8,9,11.6,0,1
2736,6.5,420,32.0,160.0,0.47,10.7,7,15.2,0,1
2737,16.2,550,36.0,176.0,0.54,9.1,7,12.8,0,1
2738,2.2,370,37.0,102.0,0.64,11.0,9,14.4,0,1
2739,2.0,620,15.0,28.0,0.73,11.3,7,14.4,1,0
2740,11.2,360,44.0,161.0,0.41,8.9,8,15.6,0,1
2741,1.4,490,29.0,118.0,0.41,9.5,7,13.6,0,1
2742,1.5,330,39.0,121.0,0.35,12.0,7,11.6,0,1
2743,1.4,840,8.0,24.0,0.47,9.7,5,20.0,1,0
2744,10.2,700,44.0,179.0,0.46,8.9,8,13.4,0,1
2745,6.1,340,31.0,114.0,0.58,10.13333333,9,12.2,0,1
2746,1.1,320,29.0,80.0,0.36,12.1,8,14.0,0,1
2747,4.8,410,30.0,113.0,0.4,9.4,8,10.8,0,1
2748,5.3,430,42.0,157.0,0.47,10.5,7,12.8,0,1
2750,1.4,410,15.0,102.0,0.53,10.4,8,15.4,0,1
2751,5.1,490,26.0,82.0,0.38,9.8,8,13.6,0,1
2752,7.8,520,27.0,91.0,0.38,10.4,8,10.8,0,1
2753,14.2,390,47.0,129.0,0.72,10.3,9,13.0,0,1
2754,2.4,490,42.0,166.0,0.43,10.4,8,11.2,0,1
2756,1.4,370,27.0,126.0,0.62,12.0,7,14.2,0,1
2757,11.8,550,51.0,170.0,0.82,8.9,8,16.8,0,1
2758,1.2,740,47.0,130.0,0.4,10.3,8,9.6,0,1
2759,6.3,220,23.0,174.0,0.5,11.6,9,11.2,0,1
2761,9.2,580,34.0,199.0,0.55,9.3,8,15.6,0,1
2762,1.8,280,26.0,168.0,0.48,12.1,9,15.4,0,1
2764,2.0,410,4.0,10.0,0.71,12.5,7,16.8,1,0
2765,2.8,380,28.0,109.0,0.47,13.4,8,14.2,0,1
2766,2.3,700,9.0,20.0,0.77,12.7,7,16.6,1,0
2767,6.3,290,41.0,131.0,0.49,10.8,8,13.8,0,1
2768,4.6,320,32.0,148.0,0.45,11.5,9,17.8,0,1
2769,2.6,800,11.0,34.0,0.53,9.5,5,16.0,1,0
2770,1.8,690,11.0,25.0,0.74,10.1,7,12.2,1,0
2771,19.4,310,28.0,106.0,0.4,10.55,8,11.6,0,1
2772,1.9,820,9.0,23.0,0.43,9.05,4,13.8,1,0
2773,1.6,400,31.0,101.0,0.66,12.0,7,13.2,0,1
2774,1.8,1040,12.0,47.0,0.93,9.5,5,15.6,1,0
2775,2.6,860,20.0,44.0,0.59,10.7,6,15.0,1,0
2776,2.3,330,14.0,82.0,0.58,11.2,9,13.8,0,1
2777,2.0,880,9.0,92.0,0.62,9.4,5,14.2,1,0
2778,8.8,520,24.0,113.0,0.45,9.4,7,13.4,0,1
2779,1.5,420,6.0,12.0,0.61,10.7,5,16.2,1,0
2780,14.2,560,53.0,212.5,0.46,8.9,10,15.2,0,1
2781,11.95,380,22.0,111.0,0.29,9.7,7,13.8,0,1
2782,2.2,790,6.0,9.0,0.54,11.5,6,12.2,1,0
2783,5.1,390,50.0,139.0,0.44,11.3,8,11.8,0,1
2784,15.6,490,67.0,210.0,0.68,9.5,7,14.8,0,1
2785,6.6,450,30.0,122.0,0.49,9.9,8,12.2,0,1
2786,1.9,480,40.0,170.0,0.54,10.0,9,12.0,0,1
2787,1.3,700,5.0,12.0,0.48,9.8,5,14.2,1,0
2788,4.45,330,23.0,100.0,0.52,12.7,8,15.8,0,1
2790,12.9,540,57.0,170.0,0.39,9.4,7,11.8,0,1
2791,6.2,650,42.0,178.0,0.53,9.4,7,13.8,0,1
2792,1.6,450,31.0,100.0,0.59,10.2,7,14.2,0,1
2795,7.7,480,42.0,180.0,0.59,10.1,8,15.0,0,1
2796,5.4,460,34.0,116.0,0.41,11.4,8,11.8,0,1
2797,2.1,340,26.0,172.0,0.48,10.5,6,15.2,0,1
2798,5.3,500,40.0,127.0,0.39,9.7,8,13.6,0,1
2799,2.4,830,6.0,20.0,0.6,10.2,6,15.4,1,0
2801,7.2,480,52.0,207.0,0.37,9.2,7,14.6,0,1
2802,2.4,1040,14.0,30.0,0.55,10.7,6,13.6,1,0
2803,2.3,420,19.0,120.0,0.41,12.7,9,12.0,0,1
2804,2.4,520,4.0,10.0,0.7,12.8,7,16.4,1,0
2805,3.4,460,9.0,116.0,0.41,9.4,7,15.2,0,1
2806,2.2,720,31.0,92.0,0.68,11.06666667,6,14.6,1,0
2807,10.7,760,47.0,154.0,0.38,9.0,7,13.6,0,1
2808,3.1,260,29.0,93.0,0.45,12.2,8,13.6,0,1
2809,2.3,760,23.0,94.0,0.58,9.5,6,15.8,1,0
2812,5.5,250,31.0,105.0,0.33,12.6,10,14.2,0,1
2813,2.5,810,12.0,24.0,0.46,9.6,4,16.2,1,0
2814,9.3,300,26.0,132.0,0.32,11.0,9,14.8,0,1
2815,9.7,440,33.0,98.0,0.36,9.2,8,12.0,0,1
2816,1.3,480,23.0,76.0,0.46,12.0,8,15.2,0,1
2818,14.3,630,48.0,191.0,0.38,9.0,8,14.6,0,1
2819,1.5,280,26.0,75.0,0.46,10.8,9,14.0,0,1
2820,10.2,410,58.0,160.0,0.45,8.6,7,14.6,0,1
2821,6.8,420,9.0,84.0,0.44,10.2,7,11.2,0,1
2822,2.1,550,39.0,198.0,0.54,10.2,8,14.0,0,1
2823,2.7,530,16.0,92.0,0.56,9.3,7,14.0,0,1
2824,2.1,640,31.0,43.0,0.57,11.8,6,15.4,1,0
2825,16.85,540,23.0,135.0,0.38,9.0,8,15.6,0,1
2826,14.2,560,53.0,212.5,0.46,8.9,10,15.2,0,1
2827,1.6,400,27.0,103.0,0.4,10.8,9,15.2,0,1
2829,9.1,360,45.0,140.0,0.31,12.0,9,14.0,0,1
2830,17.8,340,16.0,116.0,0.53,9.2,7,13.6,0,1
2832,1.7,760,36.0,60.0,0.4,9.3,5,15.0,1,0
2833,4.7,230,28.0,110.0,0.38,12.5,9,12.6,0,1
2834,17.3,460,15.0,110.0,0.42,9.2,8,13.0,0,1
2835,6.1,320,19.0,86.0,0.26,13.4,10,12.4,0,1
2837,11.5,360,27.0,150.0,0.33,10.6,8,12.6,0,1
2838,14.4,550,55.0,205.0,0.38,9.0,9,14.4,0,1
2839,2.4,780,17.0,32.0,0.61,12.8,6,13.4,1,0
2840,10.9,450,53.0,154.0,0.77,10.4,8,13.2,0,1
2841,4.75,330,23.0,94.0,0.42,11.8,9,11.4,0,1
2842,2.0,730,34.0,44.0,0.43,9.3,5,15.0,1,0
2843,1.3,360,69.0,168.0,0.46,10.46666667,7,9.8,0,1
2844,14.4,550,55.0,205.0,0.38,9.0,9,14.4,0,1
2845,7.1,420,22.0,124.0,0.41,10.8,8,16.2,0,1
2846,1.7,700,7.0,17.0,0.64,9.4,6,15.6,1,0
2847,13.0,330,37.0,158.0,0.35,11.3,8,15.6,0,1
2848,0.9,490,36.0,109.0,0.44,12.7,6,16.0,1,0
2849,2.0,740,27.0,65.0,0.79,10.7,5,18.6,1,0
2850,7.6,500,40.0,227.0,0.52,9.0,7,14.8,0,1
2851,7.2,470,17.0,109.0,0.44,10.4,8,13.6,0,1
2852,1.1,470,42.0,119.0,0.6,11.0,9,12.4,0,1
2853,1.9,650,8.0,17.0,0.71,10.5,6,18.2,1,0
2854,1.2,430,23.0,72.0,0.68,10.5,7,15.2,0,1
2855,2.6,920,12.0,28.0,0.72,10.0,5,16.6,1,0
2856,5.0,580,28.0,105.0,0.44,10.2,9,13.4,0,1
2857,9.1,390,26.0,159.0,0.55,10.8,7,11.6,0,1
2858,1.1,340,47.0,90.0,0.38,12.6,8,12.0,0,1
2860,1.6,460,27.0,154.0,0.45,10.5,8,15.6,0,1
2861,3.5,570,14.0,108.0,0.35,11.5,8,16.4,0,1
2862,9.9,320,22.0,90.0,0.43,12.1,9,12.0,0,1
2863,1.5,440,6.0,114.0,0.74,12.8,8,15.2,0,1
2864,6.2,710,6.0,14.0,0.49,11.8,7,20.0,1,0
2865,10.2,380,60.0,149.0,0.54,10.0,9,13.4,0,1
2866,9.9,370,29.0,124.0,0.42,10.9,8,14.2,0,1
2867,14.9,410,47.0,190.0,0.31,10.0,8,17.0,0,1
2868,1.4,320,31.0,161.0,0.42,10.5,7,15.0,0,1
2869,1.7,790,26.0,65.0,0.62,9.5,6,15.2,1,0
2870,4.0,870,27.0,61.0,0.67,10.7,6,15.8,1,0
2871,3.9,260,36.0,105.0,0.58,12.75,8,11.6,0,1
2872,1.0,360,38.0,114.0,0.48,9.4,7,11.8,0,1
2873,3.4,1020,37.0,92.0,0.65,10.1,5,19.2,1,0
2874,1.1,430,20.0,116.0,0.47,10.2,8,16.6,0,1
2875,12.8,760,48.0,209.0,0.58,9.0,8,12.8,0,1
2876,10.3,410,66.0,272.0,0.52,9.1,8,14.2,0,1
2877,3.9,590,28.0,199.0,0.59,10.3,7,14.0,0,1
2878,7.0,410,38.0,118.0,0.52,10.8,8,13.6,0,1
2879,1.9,490,12.0,86.0,0.38,9.4,7,14.2,0,1
2881,2.3,710,23.0,58.0,0.97,10.6,5,12.2,1,0
2882,18.2,480,52.0,168.0,0.44,9.4,7,11.8,0,1
2884,2.8,960,25.0,101.0,0.53,10.0,5,23.2,1,0
2885,2.4,1360,15.0,93.0,0.6,9.5,7,13.2,0,1
2886,14.3,630,48.0,191.0,0.38,9.0,8,14.6,0,1
2887,1.6,450,53.0,180.0,0.68,10.5,8,14.8,0,1
2888,1.1,440,25.0,96.0,0.51,10.3,8,12.8,0,1
2889,1.0,400,32.0,148.0,0.41,10.0,8,16.2,0,1
2890,1.4,760,12.0,21.0,0.75,10.2,6,17.6,1,0
2891,13.1,500,59.0,150.0,0.46,9.0,7,12.4,0,1
2892,2.0,850,6.0,39.0,0.46,11.9,6,14.0,1,0
2893,1.5,500,31.0,156.0,0.64,9.4,8,14.6,0,1
2895,3.9,680,15.0,29.0,0.52,11.1,4,13.6,1,0
2896,2.15,800,15.0,28.0,0.61,12.5,6,10.4,1,0
2897,1.8,540,19.0,101.0,0.44,10.0,7,15.0,0,1
2898,2.8,250,37.0,107.0,0.63,11.3,9,13.4,0,1
2899,3.6,400,29.0,121.0,0.48,12.1,9,13.0,0,1
2900,1.3,260,10.0,56.0,0.45,9.9,7,14.0,0,1
2901,1.7,480,39.0,177.0,0.57,10.6,7,13.0,0,1
2902,3.7,450,57.0,151.0,0.27,11.2,8,11.4,0,1
2903,1.7,490,41.0,122.0,0.48,10.5,10,13.6,0,1
2904,8.8,260,13.0,60.0,0.35,11.05,7,16.6,0,1
2905,9.9,590,33.0,181.0,0.42,10.9,8,15.6,0,1
2906,1.3,90,65.0,100.0,0.37,13.5,7,10.0,0,1
2907,6.2,590,23.0,136.0,0.49,10.1,8,13.2,0,1
2908,12.7,490,59.0,195.0,0.54,10.5,8,13.8,0,1
2909,1.2,490,6.0,94.0,0.52,10.1,7,16.6,0,1
2912,5.8,380,52.0,155.0,0.38,9.4,8,12.6,0,1
2913,3.3,340,30.0,102.0,0.31,12.3,9,14.2,0,1
2914,1.6,490,14.0,132.0,0.49,9.5,8,12.6,0,1
2915,9.15,510,25.0,166.0,0.56,11.35,8,13.0,0,1
2917,1.1,420,35.0,156.0,0.55,11.3,7,14.8,0,1
2918,2.2,800,18.0,28.0,0.6,9.4,5,14.6,1,0
2919,4.9,830,10.0,133.0,0.37,10.8,8,14.0,0,1
2920,1.1,420,35.0,156.0,0.55,11.3,7,14.8,0,1
2923,5.35,290,43.0,106.0,0.43,11.5,9,13.2,0,1
2924,5.3,370,36.0,123.0,0.52,10.9,8,14.0,0,1
2925,1.3,360,24.0,112.0,0.76,10.0,7,15.2,0,1
2926,6.3,360,19.0,50.0,0.25,11.1,6,13.8,0,1
2927,8.1,470,13.0,114.0,0.35,10.5,8,14.8,0,1
2929,2.2,720,11.0,41.0,0.55,9.1,5,16.2,1,0
2930,4.3,400,34.0,108.0,0.45,12.8,10,15.0,0,1
2931,6.5,280,27.0,87.0,0.42,11.4,9,14.0,0,1
2933,1.2,550,18.0,150.0,0.47,11.2,8,14.8,0,1
2934,1.3,470,23.0,92.0,0.45,10.0,8,11.8,0,1
2935,2.5,710,10.0,14.0,0.71,11.7,7,15.2,1,0
2936,2.8,900,35.0,73.0,0.7,9.5,6,20.6,1,0
2938,1.1,330,15.0,86.0,0.39,11.2,10,16.0,0,1
2939,2.3,490,17.0,99.0,0.63,13.0,5,11.2,1,0
2940,2.7,290,64.0,158.0,0.59,12.0,9,15.8,0,1
2941,15.5,500,25.0,135.0,0.43,8.7,9,14.8,0,1
2943,14.2,580,49.0,192.0,0.48,9.0,9,14.4,0,1
2944,11.1,470,28.0,237.0,0.49,8.7,7,12.4,0,1
2945,1.5,490,28.0,129.0,0.52,10.8,7,14.2,0,1
2946,1.4,430,25.0,109.0,0.75,10.3,8,15.2,0,1
2947,2.5,280,22.0,157.0,0.49,10.6,8,14.4,0,1
2948,6.4,420,49.0,161.0,0.44,10.4,8,12.8,0,1
2949,5.7,460,21.0,87.0,0.51,10.2,7,11.8,0,1
2950,14.4,460,39.0,118.0,0.5,9.1,8,13.2,0,1
